T_degC,Salnty,O2ml_L,Depthm,Bottom_D,Wind_Spd,Dry_T,Wet_T,Wea,Cloud_Typ,Cloud_Amt,Visibility
10.39,33.486,4.32,86,1176.0,9.0,20.0,18.2,Partly Cloudy,Cirrus,5/10,10km to 20km
11.63,33.59,4.75,30,215.0,20.0,13.9,10.9,Partly Cloudy,Cirrus,4/10,10km to 20km
8.89,34.016,2.17,150,560.0,16.0,13.0,10.5,,,,
12.77,33.386,7.16,8,571.0,17.0,13.3,11.9,Partly Cloudy,Altocumulus,5/10,10km to 20km
12.67,33.378,4.64,50,759.0,7.0,15.8,15.2,,,,
12.29,33.431,4.88,50,77.0,4.0,16.1,12.6,Partly Cloudy,Cirrostratus,2/10 to 3/10,20km to 50km
5.941,34.2325,0.431,500,4029.0,13.0,16.4,15.0,,,,
8.156,34.0013,2.436,250,1843.0,4.0,17.9,16.8,Partly Cloudy,Stratus,5/10,10km to 20km
16.94,32.993,5.64,30,3873.0,23.0,17.9,16.7,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
6.19,34.248,0.52,500,3857.0,12.0,16.7,15.0,Continuous blowing snow,Stratocumulus,9/10 or more but not 10/10,4km to 10km
8.23,34.012,2.62,200,722.0,11.0,14.0,11.9,,,,
10.88,33.306,4.56,100,1857.0,13.0,14.5,12.9,,,,
7.75,34.211,1.05,318,1488.0,13.0,13.1,11.9,,,,
17.58,33.343,5.9,10,32.0,2.0,17.3,14.5,Partly Cloudy,Stratus,7/10 to 8/10,1km to 2km
8.0,34.13,1.83,250,730.0,20.0,15.9,15.0,,,,
7.97,34.0935,1.666,271,1668.0,3.0,19.5,18.8,Partly Cloudy,Stratus,1/10 or less but not zero,20km to 50km
9.44,33.697,4.01,201,4098.0,14.0,16.0,14.9,,,,
7.01,34.072,2.01,300,3811.0,15.0,15.5,14.7,,,,
15.97,33.315,5.74,20,4019.0,18.0,14.0,13.0,,,,
14.48,33.394,6.02,50,1870.0,16.0,14.1,12.4,,,,
12.801,33.2559,5.599,76,3950.0,17.0,14.2,11.2,Partly Cloudy,Stratocumulus,5/10,4km to 10km
13.37,33.436,5.99,10,73.0,18.0,13.9,12.3,,,,
11.05,33.397,4.36,71,1408.0,12.0,18.0,16.5,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
8.89,33.656,3.69,150,3564.0,15.0,15.9,14.2,,,,
8.28,33.864,3.35,230,4130.0,25.0,15.0,11.5,,,,
15.47,33.642,5.77,58,4055.0,23.0,14.2,11.2,Partly Cloudy,Cumulus,5/10,20km to 50km
12.29,33.066,5.52,100,4199.0,14.0,20.1,18.2,Partly Cloudy,Stratus,1/10 or less but not zero,20km to 50km
18.93,32.853,5.5,20,4207.0,11.0,20.3,18.1,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
13.75,33.3937,6.091,20,67.0,10.0,21.0,19.7,Continuous blowing snow,Cirrostratus,7/10 to 8/10,20km to 50km
14.24,33.038,7.3,5,29.0,3.0,14.5,13.5,Continuous blowing snow,Stratus,10/10,4km to 10km
12.11,33.444,5.3,84,1575.0,17.0,13.5,10.8,Partly Cloudy,Altocumulus,4/10,20km to 50km
10.4,33.74,3.28,75,125.0,8.0,19.3,19.3,,,,
6.29,34.303,0.37,518,809.0,4.0,20.6,18.9,Partly Cloudy,Stratocumulus,7/10 to 8/10,4km to 10km
12.86,33.425,5.5,30,108.0,8.0,20.3,18.7,Clear,,Zero,10km to 20km
9.42,34.122,2.16,169,615.0,8.0,20.0,17.8,,,,
11.34,33.199,5.25,75,1952.0,22.0,13.5,10.0,Continuous blowing snow,Stratocumulus,10/10,200m to 500m
17.99,33.281,5.55,1,3795.0,5.0,17.5,16.6,,,,
14.27,33.16,5.7,5,19.0,14.0,13.1,9.9,,,,
6.34,34.282,0.38,524,1626.0,8.0,15.0,14.8,,,,
11.71,33.488,4.34,61,78.0,5.0,17.5,15.1,Partly Cloudy,Altocumulus,9/10 or more but not 10/10,20km to 50km
11.86,33.13,5.33,100,3991.0,12.0,20.1,17.4,Partly Cloudy,Altocumulus,5/10,50km or more
11.13,33.276,5.31,145,4017.0,10.0,13.8,11.6,,,,
10.48,33.431,3.82,75,136.0,5.0,17.2,15.0,Clear,,,20km to 50km
8.49,33.817,4.2,233,4132.0,7.0,18.0,15.6,Partly Cloudy,Cumulus,9/10 or more but not 10/10,10km to 20km
18.9,33.385,5.52,8,1778.0,3.0,20.2,18.3,Partly Cloudy,Stratocumulus,5/10,4km to 10km
12.55,33.107,5.33,100,3873.0,10.0,19.0,17.8,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
16.92,33.067,,2,4204.0,10.0,17.5,14.5,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
15.312,32.9175,5.92,2,4055.0,5.0,16.8,15.3,Partly Cloudy,Cirrostratus,4/10,10km to 20km
12.23,33.64,3.77,31,74.0,8.0,18.0,14.0,Partly Cloudy,Cumulonimbus,6/10,10km to 20km
16.04,33.64,5.74,0,4239.0,8.0,16.0,14.5,,,,
6.42,34.102,1.27,392,3622.0,10.0,17.0,15.8,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
16.985,33.2917,5.672,10,3805.0,4.0,17.1,15.8,Continuous blowing snow,Stratus,10/10,2km to 4km
9.05,33.865,2.93,139,751.0,10.0,16.4,14.9,Clear,,Zero,10km to 20km
19.35,33.64,5.82,3,70.0,10.0,17.0,14.6,,,,
11.68,33.59,4.71,140,4014.0,17.0,14.9,12.8,,,,
8.06,34.036,2.89,233,1497.0,23.0,17.0,15.9,Partly Cloudy,Stratocumulus,5/10,10km to 20km
18.093,33.5473,5.472,30,3867.0,6.0,17.9,14.0,Partly Cloudy,Altostratus,7/10 to 8/10,10km to 20km
14.683,33.392,5.942,50,3715.0,11.0,18.2,15.5,Continuous blowing snow,Stratus,10/10,10km to 20km
18.36,33.583,5.75,16,745.0,13.0,18.8,12.2,,,,
8.24,34.237,1.08,268,666.0,15.0,14.8,12.1,Partly Cloudy,Stratus,5/10,4km to 10km
14.86,33.379,5.83,10,3996.0,16.0,12.5,12.0,,,,
8.473,33.9387,3.015,230,4063.0,5.0,18.8,18.0,,,,
11.826,33.4746,4.497,61,3863.0,25.0,15.9,14.9,,,,
9.77,33.844,2.74,150,761.0,10.0,14.1,13.1,,,,
8.65,34.033,2.42,250,3776.0,13.0,16.0,15.2,,,,
11.97,33.535,4.15,40,691.0,9.0,21.7,20.0,Partly Cloudy,Stratus,4/10,4km to 10km
14.142,33.4639,9.272,0,20.0,15.0,18.3,13.9,Clear,,Zero,10km to 20km
6.59,34.09,1.46,400,4185.0,22.0,14.9,12.5,,,,
17.05,33.617,5.78,60,4168.0,29.0,18.1,16.1,,,,
7.652,34.1864,0.919,300,2205.0,5.0,14.1,13.3,,,,
16.26,33.669,5.7,41,4209.0,5.0,15.3,12.9,,,,
8.7,33.928,3.15,231,3548.0,12.0,19.0,18.2,Partly Cloudy,Altocumulus,9/10 or more but not 10/10,10km to 20km
13.52,33.339,,1,3623.0,10.0,13.1,11.9,Continuous blowing snow,Nimbostratus,9/10 or more but not 10/10,20km to 50km
6.97,34.211,0.93,393,623.0,6.0,21.1,20.2,,,,
18.98,33.316,5.45,10,4112.0,7.0,19.0,18.0,Partly Cloudy,Cirrostratus,1/10 or less but not zero,20km to 50km
8.76,33.797,3.96,198,4259.0,10.0,17.1,15.8,,,,
8.32,34.075,2.12,200,916.0,21.0,13.0,12.5,,,,
10.17,33.815,3.32,85,570.0,17.0,15.1,13.3,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
11.376,33.2587,4.578,100,240.0,15.0,15.5,14.2,,,,
6.45,34.115,1.05,379,3817.0,14.0,16.3,15.5,Continuous blowing snow,Stratus,10/10,4km to 10km
10.863,33.5517,4.447,150,4019.0,16.0,17.0,14.8,,,,
7.308,34.0216,2.122,250,2654.0,7.0,15.2,12.9,Partly Cloudy,Stratus,5/10,10km to 20km
10.333,33.5914,,70,2215.0,18.0,15.1,13.3,Continuous blowing snow,Stratus,10/10,4km to 10km
12.4,33.416,5.49,76,3943.0,18.0,13.6,12.4,,,,
15.61,33.363,5.59,20,90.0,4.0,20.2,18.7,Partly Cloudy,Stratocumulus,5/10,20km to 50km
6.3,34.288,0.37,512,1857.0,8.0,16.7,15.6,Partly Cloudy,Stratus,9/10 or more but not 10/10,4km to 10km
12.31,33.4,5.28,11,95.0,30.0,14.9,13.1,Clear,,Zero,10km to 20km
18.02,33.234,5.62,20,4106.0,18.0,16.8,15.0,Partly Cloudy,Stratocumulus,6/10,4km to 10km
12.11,33.556,4.25,63,145.0,5.0,21.8,19.9,Partly Cloudy,Stratus,5/10,20km to 50km
21.292,33.6906,5.715,0,18.0,5.0,21.8,20.5,Continuous blowing snow,Stratocumulus,9/10 or more but not 10/10,10km to 20km
7.91,34.018,2.69,250,845.0,8.0,17.8,16.7,,,,
16.14,33.436,5.64,5,25.0,8.0,17.0,14.2,,,,
7.08,34.067,1.92,272,4016.0,9.0,16.8,15.3,Partly Cloudy,Stratocumulus,6/10,4km to 10km
15.76,33.211,5.67,61,4245.0,7.0,14.9,13.5,,,,
6.753,34.0961,1.286,400,4089.0,20.0,15.9,12.8,Partly Cloudy,Stratocumulus,6/10,10km to 20km
8.57,34.041,2.41,200,3930.0,15.0,15.9,15.1,Continuous blowing snow,Stratus,10/10,10km to 20km
7.523,34.0201,2.221,271,884.0,16.0,17.5,14.5,Partly Cloudy,Stratus,1/10 or less but not zero,20km to 50km
8.957,34.1838,1.296,229,1011.0,22.0,15.4,13.9,,,,
12.065,33.59,5.389,15,19.0,1.0,14.0,11.8,,,,
9.3,33.946,2.71,171,3812.0,21.0,14.0,11.1,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
12.368,33.3216,5.137,59,860.0,3.0,19.2,18.3,,,,
9.304,33.6757,3.398,150,892.0,18.0,19.2,18.2,Clear,,Zero,20km to 50km
10.59,33.64,3.45,125,1199.0,9.0,13.7,10.5,Partly Cloudy,Stratocumulus,2/10 to 3/10,10km to 20km
10.05,33.772,3.36,85,1695.0,11.0,14.3,12.9,,,,
5.44,34.1917,0.448,515,4241.0,18.0,18.8,18.3,Continuous blowing snow,Nimbostratus,10/10,4km to 10km
18.28,33.559,5.56,2,1593.0,5.0,18.8,17.4,Partly Cloudy,Cirrostratus,6/10,10km to 20km
5.988,34.2221,0.457,515,4030.0,18.0,16.5,14.5,Partly Cloudy,Stratocumulus,4/10,20km to 50km
7.31,34.171,0.96,320,3806.0,8.0,19.2,16.8,Clear,,Zero,10km to 20km
15.116,33.523,5.768,2,20.0,7.0,12.9,10.9,Partly Cloudy,Stratocumulus,5/10,20km to 50km
5.92,34.309,,511,1551.0,18.0,15.2,11.3,Partly Cloudy,Stratocumulus,1/10 or less but not zero,20km to 50km
10.94,33.665,3.82,50,77.0,7.0,14.0,13.0,Continuous blowing snow,Stratus,10/10,4km to 10km
12.068,33.5315,4.199,40,785.0,20.0,14.5,13.1,,,,
14.27,33.389,6.08,3,802.0,28.0,14.3,12.2,,,,
9.05,33.92,2.69,144,4197.0,10.0,17.8,15.7,,,,
13.922,33.3641,6.005,10,30.0,12.0,14.7,13.6,,,,
9.57,34.1,2.17,228,3816.0,11.0,16.1,13.2,,,,
9.12,33.895,2.92,169,3792.0,16.0,16.2,15.0,,,,
8.57,34.074,1.87,229,4439.0,8.0,15.1,13.1,,,,
15.54,33.038,6.03,50,,4.0,18.6,17.0,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
13.61,33.51,5.92,0,82.0,9.0,14.2,13.3,Partly Cloudy,Cirrus,6/10,10km to 20km
6.28,34.139,0.92,439,4184.0,10.0,15.7,15.0,,,,
12.22,33.364,5.24,51,609.0,4.0,18.2,17.6,,,,
16.672,33.3948,5.661,2,20.0,3.0,17.8,15.9,Clear,,Zero,20km to 50km
9.689,33.8763,2.771,150,960.0,28.0,14.0,11.8,,,,
8.79,34.124,2.4,238,609.0,7.0,18.9,18.4,,,,
10.3,33.755,3.47,100,1318.0,25.0,18.2,16.3,,,,
12.67,33.215,,40,1260.0,15.0,14.8,12.8,,,,
6.68,34.203,0.68,400,3109.0,6.0,14.7,11.3,Partly Cloudy,Cumulus,7/10 to 8/10,20km to 50km
12.08,33.467,4.88,51,1200.0,18.0,13.7,11.7,Partly Cloudy,Altocumulus,4/10,20km to 50km
16.59,33.427,5.82,75,4130.0,9.0,18.8,17.0,,,,
15.78,33.424,5.84,30,4259.0,7.0,16.0,13.4,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
7.18,34.054,1.8,319,4222.0,4.0,20.0,17.7,Partly Cloudy,Stratocumulus,1/10 or less but not zero,20km to 50km
14.557,33.2981,5.907,50,4064.0,16.0,15.4,13.3,Clear,,Zero,20km to 50km
6.25,34.296,0.37,500,659.0,0.0,18.2,17.2,,,,
13.1,33.577,4.7,30,67.0,12.0,14.8,14.5,Clear,,Zero,10km to 20km
15.695,33.3429,5.648,31,1899.0,9.0,15.0,12.1,,,,
6.72,34.244,0.52,437,570.0,16.0,16.7,15.7,,,,
10.33,33.892,3.89,30,575.0,16.0,12.8,12.5,Partly Cloudy,Stratocumulus,2/10 to 3/10,4km to 10km
17.48,34.16,5.48,104,4090.0,15.0,18.9,16.2,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
17.28,33.045,5.72,2,1713.0,6.0,18.5,17.7,Clear,,Zero,10km to 20km
21.37,33.589,5.64,0,22.0,12.0,20.8,18.3,Partly Cloudy,Cirrocumulus,4/10,10km to 20km
13.29,33.466,6.02,0,1522.0,7.0,13.7,12.8,Clear,,Zero,20km to 50km
9.72,33.832,2.75,75,1626.0,10.0,18.5,17.0,Partly Cloudy,Stratocumulus,2/10 to 3/10,20km to 50km
6.45,34.249,0.59,400,1575.0,5.0,18.1,16.8,Continuous blowing snow,Stratus,10/10,10km to 20km
7.18,34.103,1.26,270,888.0,10.0,15.5,14.0,Clear,,Zero,Less than 50m
11.25,33.307,5.02,51,931.0,27.0,13.0,10.4,Clear,,Zero,20km to 50km
9.51,33.987,2.28,139,3629.0,6.0,14.4,13.7,Fog,Stratus,10/10,200m to 500m
13.32,33.068,6.35,50,4182.0,10.0,16.7,15.5,,,,
8.38,34.14,1.77,250,1701.0,11.0,20.0,19.1,Partly Cloudy,Stratocumulus,6/10,20km to 50km
13.12,33.607,7.0,10,56.0,11.0,13.0,9.8,Partly Cloudy,Altostratus,1/10 or less but not zero,4km to 10km
15.37,33.26,,0,4223.0,6.0,13.5,12.0,Partly Cloudy,Altocumulus,7/10 to 8/10,10km to 20km
7.458,34.2671,0.605,400,1619.0,9.0,14.0,11.0,,,,
17.05,33.521,5.73,29,1995.0,19.0,17.5,16.0,,,,
15.63,33.209,5.77,30,,21.0,15.5,14.9,Partly Cloudy,Stratus,9/10 or more but not 10/10,10km to 20km
9.183,33.9484,2.406,140,1388.0,10.0,15.3,13.8,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,2km to 4km
13.596,33.5387,5.013,59,231.0,6.0,14.5,13.1,,,,
7.48,33.982,2.83,250,4226.0,10.0,17.3,16.4,Partly Cloudy,Stratus,9/10 or more but not 10/10,10km to 20km
6.91,34.288,0.5,436,609.0,2.0,17.0,15.7,,,,
7.88,34.072,2.01,228,1513.0,24.0,16.1,13.8,Partly Cloudy,Cumulus,4/10,20km to 50km
15.772,33.5494,6.008,0,1180.0,6.0,17.8,15.6,,,,
13.245,33.7533,6.007,10,67.0,3.0,15.9,14.9,Partly Cloudy,Cirrostratus,4/10,20km to 50km
8.395,34.0445,2.126,250,3508.0,1.0,15.1,14.2,Fog,Stratus,10/10,2km to 4km
6.911,34.2117,0.665,379,3876.0,23.0,17.2,15.1,Clear,,Zero,20km to 50km
8.69,33.984,2.46,200,234.0,3.0,13.7,10.2,Clear,,Zero,4km to 10km
8.9,33.964,3.21,150,933.0,25.0,13.1,10.2,Continuous blowing snow,Stratus,5/10,20km to 50km
16.73,33.6353,,9,113.0,3.0,16.0,14.0,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,50km or more
18.7,33.4721,5.79,15,20.0,11.0,20.0,18.3,,,,
16.068,33.5248,5.722,0,1190.0,2.0,13.7,13.4,,,,
15.35,33.097,5.81,3,4205.0,28.0,14.5,12.1,,,,
15.33,33.372,6.52,5,32.0,17.0,14.9,13.9,,,,
11.973,33.4033,4.462,52,1601.0,11.0,17.3,16.6,Partly Cloudy,Stratocumulus,5/10,20km to 50km
8.749,33.9402,2.75,201,4603.0,16.0,16.3,15.2,Continuous blowing snow,Stratus,9/10 or more but not 10/10,4km to 10km
12.66,33.626,4.98,140,4029.0,9.0,19.0,17.9,,,,
10.815,33.6209,3.066,60,235.0,5.0,14.1,14.0,Fog,Stratus,10/10,500m to 1km
11.562,33.7326,4.258,50,1396.0,17.0,15.3,13.8,Continuous blowing snow,Stratus,10/10,2km to 4km
13.65,33.169,6.17,31,858.0,5.0,20.1,16.5,,,,
9.61,33.8626,2.618,70,1643.0,13.0,15.5,14.0,,,,
7.35,34.064,1.96,250,918.0,16.0,14.0,11.7,,,,
14.52,33.55,5.98,0,1649.0,4.0,12.1,11.0,,,,
8.67,33.902,2.97,200,4079.0,16.0,14.0,11.8,Partly Cloudy,Stratocumulus,7/10 to 8/10,10km to 20km
6.63,34.217,0.79,451,1690.0,8.0,17.8,15.9,Clear,,Zero,10km to 20km
9.79,33.768,3.53,200,4102.0,25.0,18.8,16.9,Partly Cloudy,Stratocumulus,7/10 to 8/10,20km to 50km
16.77,33.41,5.62,10,3676.0,22.0,16.6,14.1,Clear,,Zero,10km to 20km
9.805,33.8728,2.799,41,72.0,25.0,12.2,11.6,,,,
14.94,33.13,5.81,2,1965.0,2.0,13.2,10.6,,,,
11.45,33.5176,4.639,50,859.0,4.0,19.8,17.3,,,,
8.66,33.8647,3.095,151,3584.0,18.0,11.5,10.2,Partly Cloudy,Stratus,4/10,2km to 4km
16.19,33.611,5.44,51,71.0,35.0,15.9,14.0,,,,
9.809,33.2132,4.824,75,1361.0,10.0,18.7,16.0,Continuous blowing snow,Stratus,10/10,10km to 20km
8.64,34.067,2.15,168,618.0,4.0,17.4,15.4,,,,
8.98,33.88,3.71,150,4217.0,4.0,13.8,11.7,,,,
9.64,33.444,4.19,100,4012.0,21.0,14.0,11.9,Partly Cloudy,Cumulus,2/10 to 3/10,20km to 50km
8.85,34.114,1.91,230,868.0,6.0,18.0,16.7,,,,
18.0,33.397,6.18,2,113.0,11.0,18.7,17.3,Clear,,Zero,10km to 20km
9.347,33.8967,2.728,150,3659.0,20.0,12.5,9.5,Partly Cloudy,Stratus,2/10 to 3/10,20km to 50km
14.6,33.32,5.73,50,72.0,5.0,14.8,14.4,,,,
16.76,33.775,5.6,50,4032.0,28.0,15.1,12.2,,,,
10.1,33.704,3.89,70,828.0,6.0,12.2,10.8,,,,
12.57,33.271,5.05,50,649.0,6.0,13.1,9.9,,,,
9.58,33.919,2.76,119,1703.0,7.0,15.1,14.5,,,,
12.28,33.445,6.35,20,4228.0,15.0,13.9,12.5,Clear,,Zero,10km to 20km
5.66,34.254,0.34,515,4272.0,20.0,14.7,13.2,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
9.75,33.825,2.85,194,4014.0,10.0,13.1,9.3,Continuous blowing snow,Cirrocumulus,10/10,4km to 10km
11.302,33.6774,3.618,70,350.0,3.0,17.2,16.0,,,,
5.416,34.3734,0.095,735,756.0,5.0,18.0,16.3,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
14.35,33.185,6.44,10,59.0,1.0,18.5,16.1,Partly Cloudy,Cirrostratus,4/10,20km to 50km
14.842,33.4787,5.706,0,33.0,7.0,14.3,11.4,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
6.2,34.092,1.2,400,4212.0,4.0,13.8,12.3,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
8.863,34.1482,1.459,200,786.0,21.0,13.2,12.1,,,,
11.901,33.4953,4.561,49,1003.0,7.0,17.0,14.8,,,,
15.59,33.408,5.74,30,3928.0,19.0,17.2,16.1,Partly Cloudy,Cirrocumulus,2/10 to 3/10,10km to 20km
19.75,33.637,,1,65.0,7.0,20.1,17.5,Partly Cloudy,Cumulus,1/10 or less but not zero,10km to 20km
11.02,33.619,3.4,21,43.0,1.0,14.0,14.0,Partly Cloudy,Stratus,7/10 to 8/10,4km to 10km
17.903,33.5738,5.641,13,67.0,8.0,24.3,22.8,Partly Cloudy,Cumulus,1/10 or less but not zero,10km to 20km
15.28,33.316,5.79,50,4236.0,9.0,14.0,13.1,,,,
16.17,33.847,5.67,93,4192.0,14.0,17.1,14.3,,,,
5.34,34.159,0.64,531,4265.0,17.0,17.4,15.9,,,,
18.619,33.6571,5.657,0,64.0,9.0,18.0,16.8,Partly Cloudy,Stratus,1/10 or less but not zero,4km to 10km
6.697,34.193,0.664,380,4125.0,16.0,17.1,16.4,,,,
9.832,33.8489,2.829,100,1672.0,9.0,18.0,16.3,Partly Cloudy,Stratocumulus,6/10,2km to 4km
8.05,33.995,2.85,250,822.0,8.0,17.2,17.0,Clear,,Zero,10km to 20km
9.5,33.957,2.73,125,307.0,9.0,19.8,15.8,Partly Cloudy,Cirrocumulus,4/10,20km to 50km
9.134,33.9702,2.089,200,3534.0,3.0,14.5,13.9,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
7.78,34.103,1.62,300,4258.0,19.0,17.0,14.0,,,,
18.168,33.5339,5.715,19,1602.0,13.0,18.0,17.0,Continuous blowing snow,Stratus,10/10,4km to 10km
8.48,34.095,1.72,200,4011.0,12.0,14.1,12.7,,,,
11.89,33.541,4.23,41,60.0,10.0,17.9,16.1,Partly Cloudy,Stratocumulus,4/10,20km to 50km
16.07,33.237,5.72,10,3778.0,27.0,14.9,13.8,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
9.73,33.89,2.56,100,1625.0,8.0,14.3,12.9,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
13.2,33.036,6.19,2,3949.0,3.0,14.5,13.2,Partly Cloudy,Altostratus,6/10,10km to 20km
8.73,33.965,3.21,227,4026.0,13.0,17.7,15.3,,,,
14.7,33.071,5.91,25,1481.0,9.0,15.0,13.9,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
12.5,32.936,5.83,74,4274.0,7.0,18.6,16.8,Continuous blowing snow,Stratus,10/10,4km to 10km
11.27,33.412,4.29,84,745.0,7.0,18.0,17.0,Clear,,Zero,20km to 50km
17.71,33.387,5.53,17,2168.0,17.0,19.3,16.8,Partly Cloudy,Cirrus,1/10 or less but not zero,10km to 20km
16.79,33.348,6.06,30,644.0,3.0,20.5,18.0,,,,
16.1,33.402,5.81,20,2251.0,8.0,16.4,15.8,,,,
6.73,34.037,2.04,377,4096.0,8.0,15.1,12.2,Partly Cloudy,Altocumulus,1/10 or less but not zero,10km to 20km
9.77,33.704,3.08,85,571.0,20.0,13.2,11.2,Partly Cloudy,Stratocumulus,5/10,10km to 20km
12.51,33.444,6.15,30,2210.0,4.0,13.4,11.8,,,,
13.372,33.2284,5.451,76,3729.0,15.0,15.9,14.3,Partly Cloudy,Stratus,9/10 or more but not 10/10,4km to 10km
11.704,33.5586,5.06,15,31.0,19.0,15.0,12.9,Clear,,Zero,10km to 20km
11.6,33.529,4.75,23,74.0,8.0,18.8,16.8,Partly Cloudy,Cirrus,4/10,20km to 50km
8.85,33.942,3.51,229,4097.0,10.0,18.0,16.0,Partly Cloudy,Cirrocumulus,4/10,20km to 50km
19.16,33.173,5.38,2,4026.0,21.0,18.7,17.4,,,,
11.24,33.338,5.0,108,1421.0,25.0,12.3,10.6,Partly Cloudy,Stratocumulus,7/10 to 8/10,4km to 10km
6.13,34.288,,516,4017.0,18.0,14.8,11.5,,,,
10.88,33.542,3.87,70,106.0,9.0,18.0,15.7,,,,
14.69,33.11,5.37,29,34.0,1.0,13.3,11.4,Clear,,Zero,10km to 20km
9.94,33.797,3.1,139,941.0,13.0,14.3,13.9,,,,
8.75,33.873,3.0,139,1832.0,13.0,17.0,16.2,,,,
8.572,34.2224,1.155,270,1675.0,3.0,18.0,16.5,Partly Cloudy,Stratus,5/10,50km or more
17.646,33.4783,5.993,10,25.0,4.0,20.0,18.5,,,,
15.45,33.295,6.07,10,,,,,,,,
19.14,33.273,5.9,10,56.0,4.0,21.1,18.9,Partly Cloudy,Stratocumulus,6/10,10km to 20km
13.41,33.457,4.68,30,69.0,5.0,16.7,14.8,,,,
13.055,33.0195,5.99,75,4343.0,3.0,14.2,12.5,,,,
10.08,33.31,4.52,100,,4.0,15.5,15.0,Partly Cloudy,Altostratus,9/10 or more but not 10/10,4km to 10km
6.53,34.104,1.37,378,,28.0,14.1,13.0,,,,
20.66,33.5559,5.942,10,22.0,3.0,24.9,21.4,Partly Cloudy,Cirrostratus,5/10,10km to 20km
6.394,34.3075,0.304,500,1483.0,8.0,18.4,17.7,Continuous blowing snow,Stratus,9/10 or more but not 10/10,10km to 20km
8.12,34.249,1.06,319,650.0,7.0,18.6,17.1,,,,
9.27,33.725,3.67,139,3800.0,11.0,10.0,8.7,Partly Cloudy,Stratocumulus,2/10 to 3/10,20km to 50km
11.438,33.0166,6.145,74,4353.0,7.0,14.7,13.4,Partly Cloudy,Stratus,5/10,20km to 50km
11.32,33.388,4.64,100,1319.0,18.0,14.7,13.6,,,,
9.39,34.037,1.94,120,782.0,6.0,14.8,14.0,,,,
14.29,33.279,5.9,20,1027.0,19.0,15.2,10.9,Continuous blowing snow,Cirrostratus,10/10,4km to 10km
12.56,33.244,5.34,87,4039.0,10.0,15.1,12.5,,,,
13.01,32.817,6.18,50,,20.0,17.0,15.8,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
9.98,33.654,3.56,85,774.0,4.0,12.8,11.4,,,,
14.19,33.39,7.27,15,20.0,6.0,16.0,15.0,Clear,,Zero,10km to 20km
8.07,34.094,1.71,271,4124.0,19.0,17.0,15.1,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
5.77,34.271,0.4,500,4015.0,30.0,16.3,13.9,Partly Cloudy,Stratocumulus,6/10,4km to 10km
7.59,34.113,1.74,268,3687.0,3.0,15.2,14.0,,,,
5.75,34.249,0.39,500,3920.0,13.0,13.5,10.0,Partly Cloudy,Altocumulus,6/10,10km to 20km
6.926,34.2923,0.437,500,1193.0,13.0,18.1,17.5,,,,
12.37,33.54,6.06,8,3625.0,0.0,12.2,11.9,Clear,,Zero,20km to 50km
17.13,33.466,5.88,10,646.0,4.0,18.8,15.7,Partly Cloudy,Cirrus,4/10,20km to 50km
12.82,33.006,5.73,75,3791.0,22.0,14.1,13.0,,,,
19.877,33.6556,5.619,0,21.0,4.0,22.5,19.0,Partly Cloudy,Stratus,2/10 to 3/10,10km to 20km
11.953,33.6603,3.918,34,59.0,5.0,20.0,17.5,Continuous blowing snow,Stratus,10/10,2km to 4km
13.14,33.589,6.22,20,2182.0,2.0,13.0,11.3,,,,
7.36,34.223,0.98,321,1506.0,17.0,15.7,13.2,Partly Cloudy,Cumulus,7/10 to 8/10,4km to 10km
14.25,33.182,6.25,16,63.0,5.0,22.1,20.0,Partly Cloudy,Cirrus,2/10 to 3/10,10km to 20km
10.05,33.774,2.47,100,675.0,6.0,19.6,18.0,,,,
7.964,34.0234,2.19,270,3958.0,9.0,12.9,9.8,,,,
10.43,33.591,4.17,145,4134.0,8.0,16.9,15.0,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,20km to 50km
13.46,33.472,4.67,36,66.0,5.0,19.8,18.2,Continuous blowing snow,Stratus,10/10,2km to 4km
8.87,34.148,1.75,201,288.0,11.0,21.8,19.9,Partly Cloudy,Stratus,1/10 or less but not zero,10km to 20km
